id,loan_amnt,int_rate,issue_d,purpose,addr_state,start_year
10281,17500,20.99%,8/1/11,debt_consolidation,NY,2011
10308,8875,10.59%,8/1/11,debt_consolidation,NY,2011
10313,7250,11.99%,8/1/11,debt_consolidation,NY,2011
10320,12450,16.49%,8/1/11,debt_consolidation,NY,2011
10325,30000,16.89%,8/1/11,other,NY,2011
10327,15000,11.99%,8/1/11,other,NY,2011
10360,16000,16.89%,8/1/11,debt_consolidation,NY,2011
10416,10000,16.89%,8/1/11,debt_consolidation,NY,2011
10427,4500,10.59%,8/1/11,debt_consolidation,NY,2011
10438,4000,15.99%,8/1/11,other,NY,2011
10467,15000,9.99%,8/1/11,debt_consolidation,NY,2011
10485,20000,17.49%,8/1/11,credit_card,NY,2011
10531,35000,18.79%,7/1/11,other,NY,2011
10565,35000,15.23%,8/1/11,debt_consolidation,NY,2011
10574,14700,12.99%,7/1/11,home_improvement,NY,2011
10588,24000,15.99%,8/1/11,other,NY,2011
10598,14400,16.89%,8/1/11,other,NY,2011
10605,25000,21.36%,7/1/11,debt_consolidation,NY,2011
10613,9600,15.62%,7/1/11,debt_consolidation,NY,2011
10614,10000,8.49%,7/1/11,debt_consolidation,NY,2011
10618,20000,15.23%,7/1/11,debt_consolidation,NY,2011
10619,3400,15.62%,8/1/11,debt_consolidation,NY,2011
10649,1200,5.42%,7/1/11,credit_card,NY,2011
10660,10650,10.59%,7/1/11,home_improvement,NY,2011
10678,12000,13.49%,7/1/11,debt_consolidation,NY,2011
10680,7450,15.62%,7/1/11,credit_card,NY,2011
10683,20000,11.99%,8/1/11,home_improvement,NY,2011
10690,7500,9.99%,7/1/11,debt_consolidation,NY,2011
10701,19200,7.49%,7/1/11,credit_card,NY,2011
10721,1500,12.99%,7/1/11,other,NY,2011
10735,25000,10.59%,7/1/11,debt_consolidation,NY,2011
10737,6000,13.99%,7/1/11,debt_consolidation,NY,2011
10740,25000,19.29%,8/1/11,debt_consolidation,NY,2011
10745,3600,15.99%,7/1/11,other,NY,2011
10751,12000,10.99%,8/1/11,other,NY,2011
10754,3000,9.99%,7/1/11,debt_consolidation,NY,2011
10756,3000,10.59%,7/1/11,major_purchase,NY,2011
10769,11200,10.59%,7/1/11,debt_consolidation,NY,2011
10784,2000,5.42%,7/1/11,other,NY,2011
10803,3000,19.29%,7/1/11,moving,NY,2011
10804,2500,15.62%,7/1/11,medical,NY,2011
10805,5050,16.89%,7/1/11,vacation,NY,2011
10812,5000,14.79%,7/1/11,debt_consolidation,NY,2011
10829,5000,5.42%,7/1/11,credit_card,NY,2011
10841,9000,5.42%,8/1/11,small_business,NY,2011
10881,15000,8.49%,7/1/11,credit_card,NY,2011
10895,6000,11.99%,7/1/11,debt_consolidation,NY,2011
10900,15000,9.99%,7/1/11,debt_consolidation,NY,2011
10902,3500,6.99%,7/1/11,home_improvement,NY,2011
10906,2100,11.99%,7/1/11,car,NY,2011
10914,2400,11.99%,7/1/11,other,NY,2011
10922,8000,8.49%,7/1/11,other,NY,2011
10949,14400,10.99%,7/1/11,credit_card,NY,2011
10950,7000,10.59%,8/1/11,major_purchase,NY,2011
10953,35000,12.99%,7/1/11,home_improvement,NY,2011
10961,3600,11.99%,7/1/11,debt_consolidation,NY,2011
10966,8000,13.49%,7/1/11,major_purchase,NY,2011
10979,10000,10.99%,7/1/11,debt_consolidation,NY,2011
10996,30000,19.29%,7/1/11,home_improvement,NY,2011
11004,10000,11.49%,7/1/11,other,NY,2011
11024,3500,18.39%,7/1/11,moving,NY,2011
11035,3000,11.49%,7/1/11,moving,NY,2011
11076,8000,5.99%,7/1/11,wedding,NY,2011
11105,12000,15.62%,7/1/11,other,NY,2011
11129,9000,10.99%,7/1/11,debt_consolidation,NY,2011
11130,12000,13.49%,7/1/11,debt_consolidation,NY,2011
11150,9000,20.99%,7/1/11,debt_consolidation,NY,2011
11159,14000,11.99%,7/1/11,debt_consolidation,NY,2011
11160,8000,6.99%,7/1/11,vacation,NY,2011
11165,10000,6.99%,7/1/11,home_improvement,NY,2011
11177,6000,9.99%,7/1/11,debt_consolidation,NY,2011
11191,5000,15.99%,7/1/11,debt_consolidation,NY,2011
11198,10000,8.49%,7/1/11,credit_card,NY,2011
11199,16000,14.79%,7/1/11,debt_consolidation,NY,2011
11200,15000,5.99%,7/1/11,other,NY,2011
11227,4000,10.99%,7/1/11,moving,NY,2011
11241,7500,19.69%,7/1/11,debt_consolidation,NY,2011
11243,4800,7.49%,7/1/11,wedding,NY,2011
11249,18000,20.99%,7/1/11,wedding,NY,2011
11256,6300,6.99%,7/1/11,major_purchase,NY,2011
11262,5000,16.49%,7/1/11,other,NY,2011
11270,18000,19.69%,7/1/11,small_business,NY,2011
11274,10000,7.49%,7/1/11,other,NY,2011
11285,10000,15.99%,7/1/11,debt_consolidation,NY,2011
11298,5700,5.42%,7/1/11,debt_consolidation,NY,2011
11312,8000,15.62%,7/1/11,debt_consolidation,NY,2011
11314,5000,16.89%,7/1/11,vacation,NY,2011
11315,17000,18.39%,7/1/11,debt_consolidation,NY,2011
11327,8000,9.99%,7/1/11,car,NY,2011
11341,23750,10.99%,7/1/11,debt_consolidation,NY,2011
11349,6000,10.59%,7/1/11,other,NY,2011
11350,10000,13.99%,7/1/11,credit_card,NY,2011
11364,12000,19.69%,7/1/11,credit_card,NY,2011
11371,8000,12.99%,7/1/11,debt_consolidation,NY,2011
11445,10000,19.69%,7/1/11,other,NY,2011
11453,2400,10.99%,7/1/11,wedding,NY,2011
11455,1000,7.49%,7/1/11,vacation,NY,2011
11477,14000,20.99%,7/1/11,debt_consolidation,NY,2011
11480,7700,13.49%,7/1/11,debt_consolidation,NY,2011
11481,4100,10.59%,7/1/11,medical,NY,2011
11486,10000,10.99%,7/1/11,car,NY,2011
11540,6600,10.59%,7/1/11,debt_consolidation,NY,2011
11549,16000,10.99%,7/1/11,debt_consolidation,NY,2011
11560,5000,9.99%,7/1/11,other,NY,2011
11564,20000,17.49%,7/1/11,debt_consolidation,NY,2011
11571,9600,8.49%,7/1/11,debt_consolidation,NY,2011
11581,4000,7.49%,7/1/11,home_improvement,NY,2011
11582,11200,21.74%,7/1/11,debt_consolidation,NY,2011
11587,8350,6.99%,7/1/11,small_business,NY,2011
11600,5950,5.99%,7/1/11,car,NY,2011
11612,8000,5.99%,7/1/11,other,NY,2011
11628,21000,17.99%,7/1/11,home_improvement,NY,2011
11629,5000,11.49%,7/1/11,debt_consolidation,NY,2011
11639,14000,10.99%,7/1/11,wedding,NY,2011
11644,1400,15.62%,7/1/11,wedding,NY,2011
11651,16000,11.49%,7/1/11,debt_consolidation,NY,2011
11671,25000,20.25%,7/1/11,credit_card,NY,2011
11684,17000,8.49%,7/1/11,debt_consolidation,NY,2011
11691,12000,11.99%,7/1/11,credit_card,NY,2011
11704,35000,19.29%,7/1/11,debt_consolidation,NY,2011
11712,18575,11.99%,7/1/11,debt_consolidation,NY,2011
11725,4500,6.99%,7/1/11,vacation,NY,2011
11731,15000,7.49%,7/1/11,debt_consolidation,NY,2011
11740,35000,19.69%,7/1/11,debt_consolidation,NY,2011
11742,28000,16.89%,7/1/11,home_improvement,NY,2011
11750,3000,7.49%,7/1/11,home_improvement,NY,2011
11771,21000,18.79%,7/1/11,debt_consolidation,NY,2011
11776,1000,10.59%,7/1/11,debt_consolidation,NY,2011
11792,3500,13.99%,7/1/11,credit_card,NY,2011
11799,24000,17.49%,7/1/11,credit_card,NY,2011
11810,10000,19.69%,7/1/11,debt_consolidation,NY,2011
11811,3000,16.49%,7/1/11,moving,NY,2011
11818,5600,5.42%,7/1/11,home_improvement,NY,2011
11820,8450,6.99%,7/1/11,small_business,NY,2011
11853,4800,5.42%,7/1/11,home_improvement,NY,2011
11884,14750,17.49%,7/1/11,debt_consolidation,NY,2011
11889,8000,5.99%,7/1/11,home_improvement,NY,2011
11892,19750,19.69%,7/1/11,home_improvement,NY,2011
11922,6000,13.49%,7/1/11,debt_consolidation,NY,2011
11931,6000,10.99%,7/1/11,debt_consolidation,NY,2011
11955,18500,12.99%,7/1/11,debt_consolidation,NY,2011
11966,8000,14.79%,7/1/11,debt_consolidation,NY,2011
11980,5600,10.99%,7/1/11,car,NY,2011
12003,35000,12.99%,7/1/11,small_business,NY,2011
12007,12000,5.42%,7/1/11,debt_consolidation,NY,2011
12031,2050,10.59%,7/1/11,credit_card,NY,2011
12047,16000,18.39%,7/1/11,major_purchase,NY,2011
12063,10000,16.89%,7/1/11,home_improvement,NY,2011
12068,25000,17.49%,7/1/11,debt_consolidation,NY,2011
12096,22000,10.99%,7/1/11,debt_consolidation,NY,2011
12103,5000,15.23%,7/1/11,small_business,NY,2011
12122,5000,18.79%,7/1/11,other,NY,2011
12127,15000,7.49%,7/1/11,debt_consolidation,NY,2011
12133,1500,5.99%,7/1/11,other,NY,2011
12140,11725,17.49%,7/1/11,debt_consolidation,NY,2011
12149,18000,21.74%,7/1/11,small_business,NY,2011
12151,3000,6.99%,7/1/11,car,NY,2011
12174,28000,19.29%,7/1/11,credit_card,NY,2011
12183,2500,10.99%,7/1/11,car,NY,2011
12189,25000,19.69%,7/1/11,home_improvement,NY,2011
12197,17000,10.59%,7/1/11,debt_consolidation,NY,2011
12208,3000,5.42%,7/1/11,home_improvement,NY,2011
12219,24000,15.99%,7/1/11,other,NY,2011
12220,20000,14.79%,7/1/11,other,NY,2011
12226,2700,20.62%,7/1/11,debt_consolidation,NY,2011
12227,12000,10.99%,7/1/11,other,NY,2011
12247,6000,15.62%,7/1/11,other,NY,2011
12248,11800,13.99%,7/1/11,debt_consolidation,NY,2011
12272,32000,13.99%,7/1/11,debt_consolidation,NY,2011
12283,8000,18.39%,7/1/11,debt_consolidation,NY,2011
12292,16000,10.99%,7/1/11,other,NY,2011
12294,8000,10.99%,7/1/11,debt_consolidation,NY,2011
12313,9550,23.22%,7/1/11,debt_consolidation,NY,2011
12322,5400,13.99%,7/1/11,debt_consolidation,NY,2011
12340,15000,15.99%,7/1/11,wedding,NY,2011
12343,5000,15.62%,7/1/11,home_improvement,NY,2011
12345,3200,6.99%,7/1/11,wedding,NY,2011
12378,35000,17.99%,7/1/11,debt_consolidation,NY,2011
12387,12000,12.99%,7/1/11,debt_consolidation,NY,2011
12395,8000,7.49%,7/1/11,vacation,NY,2011
12397,8325,15.99%,7/1/11,debt_consolidation,NY,2011
12401,6000,9.99%,7/1/11,other,NY,2011
12408,2400,14.79%,6/1/11,other,NY,2011
12416,7400,13.99%,7/1/11,other,NY,2011
12427,2000,10.59%,6/1/11,debt_consolidation,NY,2011
12442,30000,21.36%,6/1/11,debt_consolidation,NY,2011
12449,35000,10.99%,7/1/11,debt_consolidation,NY,2011
12451,7000,7.49%,7/1/11,other,NY,2011
12489,35000,8.49%,7/1/11,small_business,NY,2011
12505,11000,7.49%,7/1/11,debt_consolidation,NY,2011
12506,7000,13.99%,6/1/11,home_improvement,NY,2011
12515,15000,7.49%,7/1/11,home_improvement,NY,2011
12518,12000,7.49%,6/1/11,debt_consolidation,NY,2011
12555,16000,10.59%,7/1/11,other,NY,2011
12559,1500,10.99%,6/1/11,debt_consolidation,NY,2011
12573,20500,20.99%,6/1/11,debt_consolidation,NY,2011
12574,6000,9.99%,7/1/11,house,NY,2011
12632,25000,13.49%,7/1/11,debt_consolidation,NY,2011
12634,8000,10.99%,7/1/11,credit_card,NY,2011
12636,15000,12.99%,6/1/11,credit_card,NY,2011
12642,16250,11.49%,6/1/11,debt_consolidation,NY,2011
12679,10000,5.42%,6/1/11,home_improvement,NY,2011
12683,12000,11.49%,6/1/11,debt_consolidation,NY,2011
12684,19000,11.99%,6/1/11,debt_consolidation,NY,2011
12690,7500,11.49%,6/1/11,credit_card,NY,2011
12697,5000,8.49%,6/1/11,vacation,NY,2011
12702,9500,12.99%,6/1/11,debt_consolidation,NY,2011
12704,25000,13.49%,7/1/11,small_business,NY,2011
12736,13000,9.99%,6/1/11,debt_consolidation,NY,2011
12743,10000,8.49%,6/1/11,credit_card,NY,2011
12745,5000,13.99%,6/1/11,other,NY,2011
12747,10000,9.99%,6/1/11,debt_consolidation,NY,2011
12751,4000,11.99%,6/1/11,vacation,NY,2011
12753,10000,7.49%,6/1/11,debt_consolidation,NY,2011
12754,11750,17.99%,6/1/11,major_purchase,NY,2011
12768,14000,13.99%,6/1/11,debt_consolidation,NY,2011
12801,6125,5.99%,6/1/11,other,NY,2011
12812,8200,6.99%,6/1/11,home_improvement,NY,2011
12827,7200,7.49%,6/1/11,debt_consolidation,NY,2011
12835,10000,13.49%,6/1/11,debt_consolidation,NY,2011
12847,5400,7.49%,6/1/11,debt_consolidation,NY,2011
12848,18000,22.11%,6/1/11,credit_card,NY,2011
12850,30000,11.99%,6/1/11,debt_consolidation,NY,2011
12868,10000,15.62%,6/1/11,debt_consolidation,NY,2011
12885,14000,13.49%,6/1/11,home_improvement,NY,2011
12886,10000,8.49%,6/1/11,moving,NY,2011
12900,16000,13.49%,6/1/11,debt_consolidation,NY,2011
12905,6200,5.99%,6/1/11,major_purchase,NY,2011
12936,14300,21.36%,6/1/11,debt_consolidation,NY,2011
12937,12000,10.59%,6/1/11,small_business,NY,2011
12945,35000,12.99%,6/1/11,debt_consolidation,NY,2011
12967,35000,17.99%,6/1/11,debt_consolidation,NY,2011
12971,4375,8.49%,6/1/11,other,NY,2011
12978,8150,6.99%,6/1/11,moving,NY,2011
12982,6000,5.42%,6/1/11,major_purchase,NY,2011
12983,5000,11.99%,6/1/11,debt_consolidation,NY,2011
13047,25000,15.23%,6/1/11,home_improvement,NY,2011
13051,5000,5.42%,6/1/11,debt_consolidation,NY,2011
13054,35000,20.25%,6/1/11,debt_consolidation,NY,2011
13065,4500,11.99%,6/1/11,debt_consolidation,NY,2011
13066,14700,5.99%,6/1/11,debt_consolidation,NY,2011
13068,6000,16.49%,6/1/11,other,NY,2011
13091,15000,6.99%,6/1/11,home_improvement,NY,2011
13095,2500,21.36%,6/1/11,small_business,NY,2011
13106,20000,15.99%,6/1/11,debt_consolidation,NY,2011
13109,3500,12.99%,6/1/11,home_improvement,NY,2011
13135,12000,10.99%,6/1/11,home_improvement,NY,2011
13143,20000,11.99%,6/1/11,debt_consolidation,NY,2011
13146,7000,10.59%,6/1/11,debt_consolidation,NY,2011
13148,7000,7.49%,6/1/11,home_improvement,NY,2011
13170,5000,11.49%,6/1/11,car,NY,2011
13179,3600,13.99%,6/1/11,other,NY,2011
13182,2000,15.23%,6/1/11,car,NY,2011
13186,32000,20.25%,6/1/11,debt_consolidation,NY,2011
13198,1525,15.23%,6/1/11,debt_consolidation,NY,2011
13201,7500,10.99%,6/1/11,debt_consolidation,NY,2011
13206,6000,11.99%,6/1/11,major_purchase,NY,2011
13232,16000,11.49%,6/1/11,debt_consolidation,NY,2011
13272,12000,20.25%,6/1/11,credit_card,NY,2011
13275,7800,20.25%,6/1/11,debt_consolidation,NY,2011
13288,35000,10.99%,6/1/11,debt_consolidation,NY,2011
13301,12725,10.99%,6/1/11,home_improvement,NY,2011
13311,6450,19.69%,6/1/11,credit_card,NY,2011
13319,3000,7.49%,6/1/11,other,NY,2011
13340,10000,14.79%,6/1/11,medical,NY,2011
13347,9000,7.49%,6/1/11,home_improvement,NY,2011
13349,6000,6.99%,6/1/11,other,NY,2011
13355,9600,9.99%,6/1/11,medical,NY,2011
13365,6000,6.99%,6/1/11,credit_card,NY,2011
13400,3600,11.99%,6/1/11,credit_card,NY,2011
13401,7950,10.99%,6/1/11,credit_card,NY,2011
13407,6000,14.79%,6/1/11,other,NY,2011
13450,14000,7.91%,6/1/11,debt_consolidation,NY,2011
13451,5000,12.62%,6/1/11,debt_consolidation,NY,2011
13487,5250,12.87%,6/1/11,other,NY,2011
13517,8000,18.07%,6/1/11,home_improvement,NY,2011
13519,12000,6.62%,6/1/11,home_improvement,NY,2011
13531,5600,11.63%,6/1/11,credit_card,NY,2011
13532,12000,24.40%,6/1/11,renewable_energy,NY,2011
13534,7000,19.39%,6/1/11,debt_consolidation,NY,2011
13538,7100,8.90%,6/1/11,other,NY,2011
13539,4500,5.42%,6/1/11,home_improvement,NY,2011
13548,4000,17.19%,6/1/11,debt_consolidation,NY,2011
13559,11000,11.14%,6/1/11,debt_consolidation,NY,2011
13574,9725,12.12%,6/1/11,debt_consolidation,NY,2011
13577,7125,9.67%,6/1/11,debt_consolidation,NY,2011
13580,2000,16.59%,6/1/11,other,NY,2011
13616,20000,13.99%,6/1/11,debt_consolidation,NY,2011
13622,7500,13.49%,6/1/11,car,NY,2011
13633,18200,10.99%,6/1/11,debt_consolidation,NY,2011
13638,1300,13.49%,6/1/11,medical,NY,2011
13643,12000,11.49%,6/1/11,debt_consolidation,NY,2011
13653,17600,13.49%,6/1/11,debt_consolidation,NY,2011
13658,18000,7.49%,6/1/11,credit_card,NY,2011
13668,8000,10.59%,6/1/11,debt_consolidation,NY,2011
13671,5000,21.36%,6/1/11,debt_consolidation,NY,2011
13676,6000,5.42%,6/1/11,home_improvement,NY,2011
13680,4200,6.99%,6/1/11,other,NY,2011
13687,16000,11.99%,6/1/11,debt_consolidation,NY,2011
13693,25000,15.62%,6/1/11,debt_consolidation,NY,2011
13699,7000,15.23%,6/1/11,other,NY,2011
13700,10000,10.59%,6/1/11,debt_consolidation,NY,2011
13731,19200,16.89%,6/1/11,other,NY,2011
13733,12000,14.79%,6/1/11,debt_consolidation,NY,2011
13735,30000,18.79%,6/1/11,debt_consolidation,NY,2011
13737,11000,11.99%,6/1/11,credit_card,NY,2011
13741,4000,11.49%,6/1/11,debt_consolidation,NY,2011
13746,5500,7.49%,6/1/11,credit_card,NY,2011
13757,24000,13.49%,6/1/11,credit_card,NY,2011
13760,13425,15.99%,6/1/11,debt_consolidation,NY,2011
13777,3025,9.99%,6/1/11,debt_consolidation,NY,2011
13788,12000,10.99%,6/1/11,debt_consolidation,NY,2011
13799,20000,11.99%,6/1/11,debt_consolidation,NY,2011
13811,5000,7.49%,6/1/11,medical,NY,2011
13816,17000,17.99%,6/1/11,debt_consolidation,NY,2011
13817,8000,8.49%,6/1/11,debt_consolidation,NY,2011
13823,16000,18.39%,6/1/11,other,NY,2011
13841,6000,7.49%,6/1/11,debt_consolidation,NY,2011
13848,17000,12.99%,6/1/11,debt_consolidation,NY,2011
13876,7200,10.99%,6/1/11,debt_consolidation,NY,2011
13879,2800,11.99%,6/1/11,vacation,NY,2011
13881,4000,16.49%,6/1/11,other,NY,2011
13882,7600,15.62%,6/1/11,debt_consolidation,NY,2011
13893,7000,6.99%,6/1/11,debt_consolidation,NY,2011
13894,1000,11.49%,6/1/11,other,NY,2011
13895,6000,13.99%,6/1/11,debt_consolidation,NY,2011
13906,9100,11.49%,6/1/11,debt_consolidation,NY,2011
13907,15000,11.99%,6/1/11,debt_consolidation,NY,2011
13918,5000,7.49%,6/1/11,small_business,NY,2011
13928,20000,12.99%,6/1/11,home_improvement,NY,2011
13938,12000,16.49%,6/1/11,small_business,NY,2011
13942,10000,11.99%,6/1/11,debt_consolidation,NY,2011
13960,32000,14.79%,6/1/11,debt_consolidation,NY,2011
13972,4950,10.99%,6/1/11,home_improvement,NY,2011
13991,14400,13.49%,6/1/11,car,NY,2011
14025,12000,7.49%,6/1/11,debt_consolidation,NY,2011
14026,4400,8.49%,6/1/11,other,NY,2011
14041,10000,16.49%,6/1/11,credit_card,NY,2011
14060,3000,15.23%,6/1/11,car,NY,2011
14071,10000,11.49%,6/1/11,car,NY,2011
14073,6000,5.42%,6/1/11,other,NY,2011
14079,8000,13.99%,6/1/11,other,NY,2011
14082,4800,5.42%,6/1/11,major_purchase,NY,2011
14083,35000,11.99%,6/1/11,debt_consolidation,NY,2011
14097,10000,17.99%,6/1/11,debt_consolidation,NY,2011
14098,15000,11.49%,6/1/11,debt_consolidation,NY,2011
14109,15000,21.74%,6/1/11,debt_consolidation,NY,2011
14111,12000,17.99%,6/1/11,home_improvement,NY,2011
14113,15000,12.99%,6/1/11,debt_consolidation,NY,2011
14140,1600,10.59%,6/1/11,vacation,NY,2011
14148,15600,11.99%,6/1/11,major_purchase,NY,2011
14151,16000,8.49%,6/1/11,credit_card,NY,2011
14165,15000,5.99%,6/1/11,debt_consolidation,NY,2011
14166,10000,15.99%,6/1/11,debt_consolidation,NY,2011
14184,5000,8.49%,6/1/11,wedding,NY,2011
14196,17000,11.49%,6/1/11,debt_consolidation,NY,2011
14204,7525,5.99%,6/1/11,debt_consolidation,NY,2011
14209,8000,6.99%,6/1/11,other,NY,2011
14220,23325,13.49%,5/1/11,house,NY,2011
14233,12000,10.99%,6/1/11,debt_consolidation,NY,2011
14240,7000,8.49%,6/1/11,credit_card,NY,2011
14251,4000,12.99%,5/1/11,car,NY,2011
14266,7500,7.49%,5/1/11,other,NY,2011
14267,18000,16.49%,5/1/11,debt_consolidation,NY,2011
14299,1000,13.49%,5/1/11,other,NY,2011
14307,12000,9.99%,5/1/11,debt_consolidation,NY,2011
14315,3000,5.99%,5/1/11,car,NY,2011
14321,25000,7.49%,6/1/11,moving,NY,2011
14343,9000,10.59%,5/1/11,debt_consolidation,NY,2011
14356,3600,16.49%,5/1/11,car,NY,2011
14377,16000,11.99%,5/1/11,debt_consolidation,NY,2011
14379,6700,11.99%,5/1/11,small_business,NY,2011
14382,8000,10.99%,5/1/11,credit_card,NY,2011
14384,4800,12.99%,5/1/11,other,NY,2011
14387,14000,13.49%,5/1/11,credit_card,NY,2011
14388,29700,12.99%,5/1/11,debt_consolidation,NY,2011
14394,10625,15.99%,5/1/11,debt_consolidation,NY,2011
14402,8000,11.99%,5/1/11,debt_consolidation,NY,2011
14408,11325,12.99%,5/1/11,wedding,NY,2011
14411,10000,12.99%,6/1/11,credit_card,NY,2011
14455,5000,6.99%,5/1/11,home_improvement,NY,2011
14489,35000,16.02%,6/1/11,debt_consolidation,NY,2011
14491,6000,15.23%,5/1/11,other,NY,2011
14506,3200,7.49%,5/1/11,car,NY,2011
14508,20000,18.39%,5/1/11,debt_consolidation,NY,2011
14515,8400,7.49%,6/1/11,other,NY,2011
14541,9600,9.99%,5/1/11,car,NY,2011
14575,15000,10.59%,6/1/11,other,NY,2011
14583,18000,16.89%,5/1/11,debt_consolidation,NY,2011
14592,3000,15.99%,5/1/11,other,NY,2011
14606,7200,8.49%,5/1/11,moving,NY,2011
14613,20400,17.49%,5/1/11,home_improvement,NY,2011
14617,3600,10.99%,5/1/11,debt_consolidation,NY,2011
14621,7000,8.49%,5/1/11,credit_card,NY,2011
14645,4500,15.23%,5/1/11,debt_consolidation,NY,2011
14654,4500,5.99%,5/1/11,debt_consolidation,NY,2011
14664,6000,11.49%,5/1/11,debt_consolidation,NY,2011
14668,6500,13.99%,5/1/11,wedding,NY,2011
14674,20000,16.49%,5/1/11,debt_consolidation,NY,2011
14685,15000,11.49%,5/1/11,small_business,NY,2011
14688,6000,15.23%,5/1/11,debt_consolidation,NY,2011
14691,12000,8.49%,5/1/11,debt_consolidation,NY,2011
14692,15000,10.99%,5/1/11,other,NY,2011
14694,33950,18.79%,6/1/11,debt_consolidation,NY,2011
14707,2500,9.99%,5/1/11,major_purchase,NY,2011
14708,16000,13.49%,5/1/11,debt_consolidation,NY,2011
14714,5000,17.99%,6/1/11,debt_consolidation,NY,2011
14723,3300,18.79%,5/1/11,other,NY,2011
14730,6000,15.99%,5/1/11,wedding,NY,2011
14733,6000,5.42%,5/1/11,debt_consolidation,NY,2011
14759,35000,17.49%,5/1/11,debt_consolidation,NY,2011
14760,6900,15.99%,5/1/11,car,NY,2011
14773,23000,18.39%,6/1/11,debt_consolidation,NY,2011
14777,2500,6.99%,5/1/11,moving,NY,2011
14796,12400,13.49%,5/1/11,debt_consolidation,NY,2011
14800,4800,9.99%,5/1/11,debt_consolidation,NY,2011
14841,5600,10.59%,5/1/11,debt_consolidation,NY,2011
14842,10000,9.99%,5/1/11,vacation,NY,2011
14852,7000,13.49%,5/1/11,major_purchase,NY,2011
14857,4000,15.23%,5/1/11,major_purchase,NY,2011
14861,2000,10.99%,5/1/11,home_improvement,NY,2011
14863,15000,14.79%,5/1/11,debt_consolidation,NY,2011
14864,7500,5.99%,5/1/11,credit_card,NY,2011
14873,4600,10.99%,5/1/11,debt_consolidation,NY,2011
14889,14000,10.99%,5/1/11,debt_consolidation,NY,2011
14896,11000,11.49%,5/1/11,debt_consolidation,NY,2011
14899,16000,17.99%,5/1/11,debt_consolidation,NY,2011
14903,11200,16.89%,5/1/11,home_improvement,NY,2011
14907,15000,8.49%,5/1/11,debt_consolidation,NY,2011
14928,10000,11.99%,5/1/11,debt_consolidation,NY,2011
14930,4800,18.39%,5/1/11,debt_consolidation,NY,2011
14932,20000,17.49%,5/1/11,debt_consolidation,NY,2011
14934,13600,9.99%,5/1/11,debt_consolidation,NY,2011
14940,9000,17.49%,5/1/11,debt_consolidation,NY,2011
14945,6475,9.99%,5/1/11,credit_card,NY,2011
14987,8000,15.99%,5/1/11,debt_consolidation,NY,2011
15004,19125,21.36%,5/1/11,home_improvement,NY,2011
15007,1500,12.99%,5/1/11,debt_consolidation,NY,2011
15033,4000,12.99%,5/1/11,debt_consolidation,NY,2011
15040,18000,18.79%,5/1/11,wedding,NY,2011
15053,5750,9.99%,5/1/11,car,NY,2011
15060,5000,16.49%,5/1/11,debt_consolidation,NY,2011
15093,24000,11.99%,5/1/11,debt_consolidation,NY,2011
15107,4800,21.74%,5/1/11,debt_consolidation,NY,2011
15123,25000,18.79%,5/1/11,debt_consolidation,NY,2011
15130,17975,8.49%,5/1/11,debt_consolidation,NY,2011
15139,4400,5.42%,5/1/11,debt_consolidation,NY,2011
15188,6600,11.49%,5/1/11,small_business,NY,2011
15189,6000,16.89%,5/1/11,debt_consolidation,NY,2011
15190,15000,13.49%,5/1/11,other,NY,2011
15191,7750,10.99%,5/1/11,car,NY,2011
15193,30000,18.39%,5/1/11,other,NY,2011
15217,9250,5.99%,5/1/11,home_improvement,NY,2011
15232,18000,13.99%,5/1/11,credit_card,NY,2011
15235,3500,13.49%,5/1/11,house,NY,2011
15244,13200,19.29%,5/1/11,major_purchase,NY,2011
15251,8875,16.89%,5/1/11,credit_card,NY,2011
15255,7200,12.99%,5/1/11,medical,NY,2011
15277,4000,18.79%,5/1/11,debt_consolidation,NY,2011
15286,20000,11.99%,5/1/11,home_improvement,NY,2011
15289,7000,11.49%,5/1/11,debt_consolidation,NY,2011
15336,2525,17.99%,5/1/11,other,NY,2011
15347,3000,5.42%,5/1/11,home_improvement,NY,2011
15349,12000,8.49%,5/1/11,credit_card,NY,2011
15361,6400,15.99%,5/1/11,debt_consolidation,NY,2011
15369,12000,12.99%,5/1/11,debt_consolidation,NY,2011
15388,3600,16.89%,5/1/11,major_purchase,NY,2011
15400,11500,16.89%,5/1/11,debt_consolidation,NY,2011
15424,17875,12.99%,5/1/11,debt_consolidation,NY,2011
15439,2400,7.49%,5/1/11,major_purchase,NY,2011
15451,2250,8.49%,5/1/11,debt_consolidation,NY,2011
15464,30000,17.49%,5/1/11,other,NY,2011
15478,8000,7.49%,5/1/11,debt_consolidation,NY,2011
15482,5000,11.49%,5/1/11,car,NY,2011
15499,35000,13.49%,5/1/11,debt_consolidation,NY,2011
15518,8000,10.99%,5/1/11,other,NY,2011
15566,5600,13.49%,5/1/11,house,NY,2011
15569,19000,20.25%,5/1/11,other,NY,2011
15583,6000,7.49%,5/1/11,debt_consolidation,NY,2011
15585,10000,8.49%,5/1/11,small_business,NY,2011
15595,10000,7.49%,5/1/11,small_business,NY,2011
15598,6000,6.99%,5/1/11,debt_consolidation,NY,2011
15606,20000,21.74%,5/1/11,debt_consolidation,NY,2011
15630,16000,13.49%,5/1/11,small_business,NY,2011
15631,10000,11.99%,5/1/11,small_business,NY,2011
