id,loan_amnt,int_rate,issue_d,purpose,addr_state
23928,20000,9.99%,11/1/10,home_improvement,PA
23929,20000,9.99%,11/1/10,debt_consolidation,CA
23930,18000,6.54%,11/1/10,debt_consolidation,AZ
23931,11200,6.54%,11/1/10,car,CA
23932,24250,6.17%,11/1/10,home_improvement,TX
23933,10000,6.54%,11/1/10,home_improvement,SC
23934,4000,8.88%,11/1/10,moving,MD
23935,25000,10.36%,11/1/10,debt_consolidation,NY
23936,8500,6.54%,11/1/10,small_business,SC
23937,15000,6.54%,11/1/10,debt_consolidation,MA
23938,20000,6.54%,11/1/10,home_improvement,NY
23939,10000,6.91%,11/1/10,credit_card,VA
23940,10000,5.42%,11/1/10,small_business,VA
23941,1500,6.91%,11/1/10,other,MN
23942,12200,9.99%,11/1/10,debt_consolidation,CA
23943,18000,18.91%,11/1/10,other,CA
23944,2000,10.36%,11/1/10,vacation,TX
23945,10000,10.36%,11/1/10,home_improvement,CA
23946,7800,15.95%,11/1/10,medical,DC
23947,12250,8.88%,11/1/10,debt_consolidation,MI
23948,25000,20.03%,11/1/10,debt_consolidation,CA
23949,16500,8.88%,11/1/10,debt_consolidation,TX
23950,9000,13.72%,11/1/10,credit_card,CA
23951,4000,12.61%,11/1/10,debt_consolidation,MN
23952,11000,12.98%,11/1/10,debt_consolidation,VA
23953,5500,12.61%,11/1/10,wedding,NY
23954,5000,9.25%,11/1/10,small_business,TX
23955,12000,8.88%,11/1/10,small_business,NY
23956,5000,6.91%,11/1/10,home_improvement,WV
23957,10000,6.17%,11/1/10,debt_consolidation,IL
23958,3250,10.36%,11/1/10,moving,MD
23959,7500,5.79%,11/1/10,wedding,PA
23960,10800,6.91%,11/1/10,debt_consolidation,NC
23961,10750,6.17%,11/1/10,debt_consolidation,CA
23962,10000,9.99%,11/1/10,debt_consolidation,KS
23963,25000,15.57%,11/1/10,debt_consolidation,VA
23964,2500,10.36%,11/1/10,major_purchase,NY
23965,13200,6.17%,11/1/10,debt_consolidation,NY
23966,25000,15.57%,11/1/10,debt_consolidation,TX
23967,20000,9.62%,11/1/10,debt_consolidation,WA
23968,20000,6.91%,11/1/10,home_improvement,CA
23969,5000,6.91%,11/1/10,credit_card,CA
23970,7000,6.17%,11/1/10,major_purchase,NJ
23971,16000,6.91%,11/1/10,home_improvement,MO
23972,15000,8.88%,11/1/10,debt_consolidation,CA
23973,20000,6.91%,11/1/10,debt_consolidation,AZ
23974,12000,14.83%,11/1/10,debt_consolidation,CO
23975,2000,9.99%,11/1/10,other,FL
23976,10000,5.42%,11/1/10,debt_consolidation,OR
23977,6000,6.17%,11/1/10,other,TX
23978,14000,12.61%,11/1/10,debt_consolidation,OR
23979,16000,9.62%,11/1/10,debt_consolidation,MD
23980,1000,9.25%,11/1/10,debt_consolidation,CA
23981,24250,6.91%,11/1/10,credit_card,FL
23982,2000,6.17%,11/1/10,other,MI
23983,2500,8.88%,11/1/10,renewable_energy,CA
23984,8000,6.17%,11/1/10,debt_consolidation,NJ
23985,4000,9.62%,11/1/10,car,VA
23986,4750,6.54%,11/1/10,home_improvement,FL
23987,7500,5.79%,11/1/10,medical,UT
23988,6000,9.99%,11/1/10,small_business,CT
23989,14000,6.54%,11/1/10,debt_consolidation,CA
23990,4000,18.54%,11/1/10,wedding,TX
23991,20000,9.99%,11/1/10,house,WA
23992,8500,9.99%,11/1/10,other,IL
23993,5000,6.91%,11/1/10,debt_consolidation,NM
23994,15000,6.91%,11/1/10,other,NC
23995,2000,5.79%,11/1/10,vacation,NY
23996,5000,12.61%,11/1/10,debt_consolidation,IL
23997,8300,12.61%,11/1/10,debt_consolidation,TX
23998,20000,6.91%,11/1/10,renewable_energy,MI
23999,8000,14.46%,11/1/10,credit_card,MA
24000,16000,6.91%,11/1/10,debt_consolidation,AR
24001,12000,6.54%,11/1/10,other,NY
24002,1200,12.98%,10/1/10,home_improvement,OH
24003,12000,6.91%,11/1/10,debt_consolidation,NJ
24004,20000,14.09%,11/1/10,debt_consolidation,NJ
24005,10000,13.72%,11/1/10,debt_consolidation,NY
24006,3000,6.17%,11/1/10,other,CA
24007,1000,6.91%,11/1/10,vacation,CA
24008,3600,8.88%,11/1/10,renewable_energy,NY
24009,7000,8.88%,11/1/10,wedding,CA
24010,15000,12.61%,11/1/10,debt_consolidation,IL
24011,7200,6.54%,11/1/10,debt_consolidation,OK
24012,4000,5.79%,11/1/10,moving,WV
24013,22750,6.54%,11/1/10,debt_consolidation,CA
24014,24000,6.91%,11/1/10,debt_consolidation,RI
24015,6600,14.46%,11/1/10,debt_consolidation,GA
24016,16750,6.91%,11/1/10,small_business,FL
24017,9300,6.17%,11/1/10,credit_card,GA
24018,3000,5.79%,11/1/10,major_purchase,NY
24019,10000,5.79%,11/1/10,credit_card,MO
24020,13000,8.88%,11/1/10,debt_consolidation,OH
24021,7000,10.36%,11/1/10,debt_consolidation,TX
24022,6000,13.72%,11/1/10,credit_card,SD
24023,8000,9.62%,11/1/10,debt_consolidation,FL
24024,7000,6.54%,11/1/10,major_purchase,CA
24025,12000,6.91%,11/1/10,credit_card,FL
24026,12800,5.79%,11/1/10,wedding,CA
24027,10000,6.91%,11/1/10,credit_card,NY
24028,24250,12.61%,11/1/10,debt_consolidation,CA
24029,6000,6.54%,11/1/10,debt_consolidation,MO
24030,24000,9.99%,11/1/10,house,WI
24031,22750,9.99%,11/1/10,major_purchase,OK
24032,1000,10.36%,10/1/10,debt_consolidation,SC
24033,23500,6.91%,11/1/10,small_business,WA
24034,1450,5.79%,11/1/10,debt_consolidation,CA
24035,5000,9.62%,11/1/10,wedding,NY
24036,5000,9.62%,11/1/10,small_business,AR
24037,9000,6.54%,11/1/10,debt_consolidation,TX
24038,15250,6.54%,11/1/10,home_improvement,CA
24039,5000,10.36%,11/1/10,debt_consolidation,CA
24040,9000,6.91%,11/1/10,house,NC
24041,10000,6.91%,11/1/10,debt_consolidation,AZ
24042,1800,5.42%,10/1/10,small_business,MI
24043,12000,14.46%,10/1/10,debt_consolidation,TX
24044,14000,6.17%,11/1/10,debt_consolidation,FL
24045,20000,6.54%,11/1/10,debt_consolidation,GA
24046,25000,14.83%,11/1/10,home_improvement,DC
24047,12000,15.57%,11/1/10,wedding,NJ
24048,2400,6.17%,10/1/10,other,OH
24049,20000,9.62%,11/1/10,credit_card,CO
24050,9200,10.36%,11/1/10,debt_consolidation,NC
24051,18000,6.54%,11/1/10,home_improvement,NM
24052,10000,9.25%,10/1/10,debt_consolidation,KS
24053,15000,6.54%,11/1/10,debt_consolidation,NY
24054,7000,12.98%,10/1/10,debt_consolidation,IL
24055,25000,10.36%,11/1/10,home_improvement,NV
24056,12000,5.79%,11/1/10,wedding,CO
24057,16000,6.91%,11/1/10,other,NY
24058,15600,15.95%,11/1/10,credit_card,VA
24059,3400,6.91%,10/1/10,debt_consolidation,NY
24060,15000,6.91%,11/1/10,debt_consolidation,TX
24061,9000,6.91%,11/1/10,credit_card,CA
24062,10000,13.35%,10/1/10,credit_card,FL
24063,12000,5.79%,11/1/10,credit_card,NY
24064,7000,6.17%,11/1/10,other,MA
24065,3200,9.25%,10/1/10,debt_consolidation,AL
24066,10000,6.17%,11/1/10,home_improvement,MI
24067,3500,12.23%,10/1/10,major_purchase,WA
24068,25000,16.69%,10/1/10,debt_consolidation,CO
24069,24250,18.17%,11/1/10,debt_consolidation,GA
24070,15000,8.88%,11/1/10,home_improvement,GA
24071,6850,6.54%,10/1/10,credit_card,TX
24072,7500,12.98%,10/1/10,debt_consolidation,VA
24073,10750,13.72%,10/1/10,debt_consolidation,AL
24074,5000,6.54%,10/1/10,small_business,CA
24075,8000,9.62%,10/1/10,credit_card,MI
24076,15000,15.20%,10/1/10,other,AZ
24077,15000,6.91%,10/1/10,credit_card,NY
24078,5000,12.23%,10/1/10,major_purchase,NY
24079,21250,9.99%,11/1/10,debt_consolidation,PA
24080,3700,5.42%,10/1/10,debt_consolidation,GA
24081,25000,10.36%,11/1/10,debt_consolidation,NJ
24082,10000,6.54%,11/1/10,small_business,GA
24083,25000,10.36%,11/1/10,credit_card,FL
24084,25000,17.43%,11/1/10,debt_consolidation,NH
24085,2500,14.83%,10/1/10,major_purchase,MI
24086,12000,6.54%,11/1/10,car,MI
24087,10000,12.23%,10/1/10,debt_consolidation,MO
24088,5000,8.88%,10/1/10,debt_consolidation,SC
24089,3600,5.79%,10/1/10,major_purchase,CT
24090,4500,9.99%,10/1/10,debt_consolidation,TX
24091,12000,14.46%,10/1/10,debt_consolidation,MA
24092,12500,6.54%,11/1/10,major_purchase,MD
24093,10000,6.17%,11/1/10,moving,CA
24094,8000,5.79%,10/1/10,debt_consolidation,NY
24095,6000,9.99%,10/1/10,home_improvement,GA
24096,21000,20.40%,10/1/10,other,IL
24097,16800,19.66%,10/1/10,debt_consolidation,CA
24098,12000,14.46%,10/1/10,credit_card,MO
24099,25000,10.36%,11/1/10,debt_consolidation,KY
24100,12000,6.54%,10/1/10,debt_consolidation,CA
24101,25000,20.03%,10/1/10,major_purchase,NC
24102,15000,6.17%,11/1/10,small_business,WI
24103,17000,6.91%,11/1/10,debt_consolidation,FL
24104,14000,12.23%,10/1/10,debt_consolidation,NY
24105,7000,15.57%,10/1/10,debt_consolidation,PA
24106,15000,6.54%,11/1/10,debt_consolidation,PA
24107,5000,5.42%,10/1/10,debt_consolidation,PA
24108,24250,6.91%,11/1/10,credit_card,FL
24109,3900,10.36%,10/1/10,other,IL
24110,3200,16.32%,10/1/10,debt_consolidation,PA
24111,7000,9.99%,10/1/10,credit_card,CA
24112,12000,10.36%,10/1/10,debt_consolidation,CA
24113,24250,6.91%,11/1/10,home_improvement,CA
24114,5000,10.36%,10/1/10,debt_consolidation,FL
24115,12000,8.88%,10/1/10,debt_consolidation,CA
24116,24250,10.36%,11/1/10,wedding,MA
24117,4500,10.36%,10/1/10,credit_card,TX
24118,16000,12.23%,10/1/10,small_business,MI
24119,10000,12.61%,11/1/10,major_purchase,PA
24120,12000,8.88%,10/1/10,medical,CA
24121,20000,6.54%,11/1/10,debt_consolidation,DC
24122,6400,6.91%,11/1/10,other,CA
24123,17000,9.25%,11/1/10,debt_consolidation,VA
24124,5000,6.54%,10/1/10,debt_consolidation,NC
24125,3600,6.54%,10/1/10,major_purchase,CA
24126,5300,12.61%,10/1/10,debt_consolidation,CO
24127,8000,6.91%,10/1/10,debt_consolidation,CA
24128,4000,13.35%,10/1/10,debt_consolidation,CA
24129,4000,16.32%,10/1/10,home_improvement,CA
24130,17600,11.12%,11/1/10,credit_card,NJ
24131,12000,13.72%,10/1/10,credit_card,OR
24132,25000,17.43%,11/1/10,debt_consolidation,NY
24133,25000,12.61%,11/1/10,debt_consolidation,TX
24134,9250,14.46%,10/1/10,debt_consolidation,CA
24135,10750,6.91%,10/1/10,debt_consolidation,NY
24136,17500,6.54%,11/1/10,debt_consolidation,VA
24137,5000,6.17%,10/1/10,debt_consolidation,CA
24138,15000,17.80%,11/1/10,major_purchase,NJ
24139,20000,12.23%,10/1/10,debt_consolidation,GA
24140,25000,14.46%,11/1/10,debt_consolidation,KS
24141,16000,15.95%,10/1/10,debt_consolidation,NY
24142,6000,10.36%,10/1/10,credit_card,OH
24143,6500,6.17%,11/1/10,debt_consolidation,FL
24144,10250,12.23%,10/1/10,debt_consolidation,IL
24145,21250,8.88%,11/1/10,home_improvement,PA
24146,9250,12.61%,11/1/10,other,CO
24147,5000,14.09%,10/1/10,debt_consolidation,NY
24148,20000,9.62%,11/1/10,credit_card,TX
24149,9000,6.17%,10/1/10,debt_consolidation,NC
24150,14500,6.17%,10/1/10,debt_consolidation,PA
24151,11500,6.54%,11/1/10,debt_consolidation,CT
24152,14500,9.62%,10/1/10,credit_card,RI
24153,6000,9.99%,10/1/10,debt_consolidation,CO
24154,9000,15.20%,10/1/10,debt_consolidation,CA
24155,7000,13.72%,10/1/10,debt_consolidation,CA
24156,4500,8.88%,10/1/10,credit_card,OR
24157,6400,6.17%,10/1/10,wedding,NY
24158,10500,10.36%,10/1/10,debt_consolidation,CA
24159,10000,12.23%,10/1/10,debt_consolidation,WI
24160,6000,9.99%,10/1/10,debt_consolidation,VA
24161,8000,6.91%,10/1/10,debt_consolidation,VA
24162,10500,10.36%,10/1/10,credit_card,FL
24163,12000,6.54%,11/1/10,credit_card,VA
24164,14000,12.61%,10/1/10,debt_consolidation,PA
24165,15250,17.43%,10/1/10,debt_consolidation,CA
24166,5000,6.91%,10/1/10,debt_consolidation,AL
24167,18000,8.88%,10/1/10,wedding,VA
24168,20000,6.91%,11/1/10,home_improvement,NY
24169,6000,12.23%,10/1/10,major_purchase,TX
24170,18000,6.17%,11/1/10,credit_card,GA
24171,15000,13.35%,10/1/10,debt_consolidation,CA
24172,9600,9.99%,10/1/10,car,FL
24173,6000,5.79%,10/1/10,car,KS
24174,2400,9.62%,10/1/10,credit_card,NM
24175,18250,18.54%,10/1/10,home_improvement,PA
24176,3000,14.83%,11/1/10,major_purchase,NJ
24177,4800,15.57%,10/1/10,debt_consolidation,CA
24178,24000,8.88%,11/1/10,home_improvement,MI
24179,19000,6.54%,10/1/10,debt_consolidation,FL
24180,13000,10.36%,10/1/10,home_improvement,OK
24181,15250,8.88%,11/1/10,major_purchase,MN
24182,20000,9.99%,10/1/10,debt_consolidation,FL
24183,4200,9.99%,10/1/10,debt_consolidation,CA
24184,3000,9.25%,10/1/10,credit_card,NY
24185,5000,14.46%,10/1/10,debt_consolidation,OK
24186,12000,8.88%,10/1/10,other,CA
24187,10000,8.88%,10/1/10,credit_card,CA
24188,5000,12.61%,10/1/10,moving,IL
24189,2000,13.35%,10/1/10,home_improvement,TX
24190,13000,20.03%,10/1/10,debt_consolidation,NJ
24191,4000,13.35%,10/1/10,debt_consolidation,WA
24192,7800,6.17%,10/1/10,other,VA
24193,24000,6.91%,11/1/10,debt_consolidation,CA
24194,15600,16.69%,10/1/10,debt_consolidation,CA
24195,4600,12.23%,10/1/10,credit_card,PA
24196,22750,18.91%,10/1/10,debt_consolidation,TX
24197,9250,9.62%,10/1/10,debt_consolidation,CA
24198,3000,8.88%,11/1/10,credit_card,MT
24199,2400,8.88%,11/1/10,major_purchase,CA
24200,4000,9.62%,10/1/10,car,FL
24201,25000,10.36%,10/1/10,debt_consolidation,PA
24202,15000,6.54%,10/1/10,debt_consolidation,GA
24203,14000,6.54%,11/1/10,major_purchase,FL
24204,5000,9.62%,10/1/10,debt_consolidation,MO
24205,7000,13.35%,10/1/10,home_improvement,NY
24206,2500,6.91%,10/1/10,home_improvement,OH
24207,15325,6.54%,10/1/10,car,NJ
24208,6000,12.98%,10/1/10,debt_consolidation,VA
24209,4000,14.46%,10/1/10,credit_card,CA
24210,20000,6.91%,11/1/10,debt_consolidation,OH
24211,24000,9.99%,10/1/10,debt_consolidation,NY
24212,6000,9.99%,10/1/10,debt_consolidation,WA
24213,3000,13.35%,10/1/10,car,NY
24214,15000,15.20%,10/1/10,credit_card,HI
24215,18000,13.72%,10/1/10,small_business,MO
24216,10000,10.36%,10/1/10,debt_consolidation,GA
24217,19750,13.35%,10/1/10,debt_consolidation,CA
24218,22000,6.54%,10/1/10,credit_card,IL
24219,10000,14.46%,10/1/10,debt_consolidation,CO
24220,14000,10.36%,10/1/10,other,NY
24221,20000,6.91%,11/1/10,debt_consolidation,NC
24222,5000,5.79%,10/1/10,credit_card,WI
24223,20000,17.43%,10/1/10,debt_consolidation,OK
24224,17000,9.62%,10/1/10,credit_card,GA
24225,17000,8.88%,10/1/10,debt_consolidation,CA
24226,25000,9.99%,10/1/10,debt_consolidation,MO
24227,8400,12.98%,10/1/10,debt_consolidation,TX
24228,15000,6.91%,10/1/10,credit_card,CA
24229,1000,5.79%,10/1/10,major_purchase,VA
24230,22000,18.91%,10/1/10,debt_consolidation,NC
24231,15250,15.95%,10/1/10,debt_consolidation,MN
24232,10000,6.54%,10/1/10,debt_consolidation,NM
24233,15000,15.95%,10/1/10,debt_consolidation,CA
24234,25000,15.20%,11/1/10,debt_consolidation,LA
24235,9000,13.72%,10/1/10,debt_consolidation,TX
24236,20000,8.88%,10/1/10,debt_consolidation,TX
24237,6000,14.46%,10/1/10,debt_consolidation,CA
24238,14000,6.91%,10/1/10,debt_consolidation,IL
24239,15000,14.83%,10/1/10,debt_consolidation,CA
24240,20000,14.46%,10/1/10,small_business,WA
24241,2500,12.61%,10/1/10,debt_consolidation,FL
24242,1125,5.79%,10/1/10,credit_card,FL
24243,8700,12.23%,10/1/10,small_business,TX
24244,24000,17.80%,10/1/10,debt_consolidation,CA
24245,8000,6.91%,10/1/10,debt_consolidation,DC
24246,5000,6.17%,10/1/10,debt_consolidation,NY
24247,4200,9.25%,10/1/10,home_improvement,WA
24248,6000,14.46%,10/1/10,credit_card,WI
24249,14000,8.88%,10/1/10,debt_consolidation,TX
24250,14400,19.29%,10/1/10,debt_consolidation,CA
24251,16000,13.35%,11/1/10,major_purchase,NY
24252,8000,6.17%,10/1/10,other,NC
24253,10400,14.09%,10/1/10,debt_consolidation,CT
24254,3250,6.91%,10/1/10,debt_consolidation,RI
24255,24250,6.91%,10/1/10,home_improvement,VA
24256,12000,16.69%,10/1/10,debt_consolidation,CA
24257,7800,9.99%,10/1/10,home_improvement,PA
24258,11050,6.54%,10/1/10,credit_card,TX
24259,15800,6.91%,10/1/10,debt_consolidation,SC
24260,20000,6.91%,10/1/10,debt_consolidation,PA
24261,15000,15.57%,10/1/10,home_improvement,NJ
24262,8000,6.54%,10/1/10,moving,SC
24263,6000,6.17%,10/1/10,debt_consolidation,RI
24264,20000,9.62%,10/1/10,debt_consolidation,NJ
24265,6200,6.17%,10/1/10,debt_consolidation,MI
24266,9600,6.54%,10/1/10,home_improvement,PA
24267,25000,14.09%,10/1/10,debt_consolidation,CA
24268,24250,9.62%,10/1/10,debt_consolidation,CA
24269,20000,6.54%,10/1/10,debt_consolidation,VA
24270,2500,13.35%,10/1/10,medical,MO
24271,10000,14.09%,10/1/10,debt_consolidation,RI
24272,24000,9.62%,10/1/10,debt_consolidation,PA
24273,10000,16.69%,10/1/10,debt_consolidation,NJ
24274,19000,6.91%,10/1/10,credit_card,MO
24275,3150,5.79%,10/1/10,credit_card,NY
24276,5000,5.79%,10/1/10,major_purchase,NY
24277,15000,6.54%,10/1/10,debt_consolidation,GA
24278,16500,6.54%,10/1/10,car,PA
24279,12000,5.79%,10/1/10,debt_consolidation,MA
24280,24000,14.09%,10/1/10,debt_consolidation,CA
24281,4200,15.20%,10/1/10,debt_consolidation,CA
24282,10000,5.79%,10/1/10,credit_card,IL
24283,25000,10.36%,10/1/10,debt_consolidation,CT
24284,7750,5.79%,10/1/10,debt_consolidation,LA
24285,10000,8.88%,10/1/10,debt_consolidation,MO
24286,3700,9.62%,10/1/10,car,CA
24287,10000,8.88%,10/1/10,debt_consolidation,CO
24288,5000,12.61%,10/1/10,credit_card,CO
24289,4800,9.62%,10/1/10,home_improvement,CT
24290,20000,9.99%,10/1/10,debt_consolidation,WA
24291,12000,14.46%,10/1/10,other,MA
24292,12500,6.17%,10/1/10,debt_consolidation,NY
24293,4800,10.36%,10/1/10,wedding,CA
24294,4500,9.25%,10/1/10,debt_consolidation,NY
24295,25000,19.29%,10/1/10,debt_consolidation,WV
24296,7200,6.91%,10/1/10,debt_consolidation,FL
24297,9000,6.91%,10/1/10,home_improvement,IL
24298,6000,5.79%,10/1/10,credit_card,CA
24299,10000,10.36%,10/1/10,debt_consolidation,CA
24300,8500,9.99%,10/1/10,debt_consolidation,TX
24301,3250,6.91%,10/1/10,other,CA
24302,20000,6.54%,10/1/10,debt_consolidation,NY
24303,9000,5.42%,10/1/10,credit_card,TX
24304,2650,9.99%,10/1/10,major_purchase,FL
24305,25000,14.83%,10/1/10,small_business,CA
24306,9600,17.06%,10/1/10,debt_consolidation,MI
24307,8800,6.17%,10/1/10,debt_consolidation,NY
24308,5000,6.54%,10/1/10,other,PA
24309,24000,18.17%,10/1/10,debt_consolidation,IL
24310,10000,17.06%,10/1/10,home_improvement,NJ
24311,7200,9.62%,10/1/10,renewable_energy,NY
24312,8500,9.99%,10/1/10,debt_consolidation,CA
24313,12000,12.23%,10/1/10,debt_consolidation,NY
24314,20000,9.62%,10/1/10,debt_consolidation,NY
24315,10000,6.17%,10/1/10,car,AR
24316,11200,15.20%,10/1/10,home_improvement,VA
24317,11200,6.54%,10/1/10,wedding,MD
24318,4000,13.72%,10/1/10,debt_consolidation,OH
24319,25000,9.62%,10/1/10,debt_consolidation,NY
24320,12000,6.17%,11/1/10,small_business,CA
24321,16800,9.62%,10/1/10,debt_consolidation,GA
24322,4800,9.25%,10/1/10,debt_consolidation,FL
24323,12250,9.99%,10/1/10,debt_consolidation,MA
24324,4000,13.35%,10/1/10,debt_consolidation,FL
24325,5000,12.61%,10/1/10,car,MN
24326,15000,5.79%,10/1/10,debt_consolidation,MA
24327,7800,14.46%,10/1/10,debt_consolidation,CT
24328,12000,14.83%,10/1/10,debt_consolidation,SC
24329,11200,6.91%,10/1/10,credit_card,CA
24330,11200,12.61%,10/1/10,debt_consolidation,NJ
24331,20000,6.91%,10/1/10,debt_consolidation,MA
24332,10000,14.46%,10/1/10,debt_consolidation,NY
24333,5000,10.36%,10/1/10,credit_card,NY
24334,4750,13.35%,10/1/10,wedding,PA
24335,10000,6.54%,10/1/10,other,TX
24336,24000,9.99%,10/1/10,small_business,OR
24337,12250,6.17%,10/1/10,other,MN
24338,20000,16.69%,10/1/10,major_purchase,CT
24339,4500,6.17%,10/1/10,other,TX
24340,20000,9.99%,10/1/10,debt_consolidation,PA
24341,5000,15.57%,10/1/10,medical,MN
24342,4800,12.98%,10/1/10,debt_consolidation,TX
24343,16000,6.91%,10/1/10,debt_consolidation,CA
24344,10000,12.23%,10/1/10,moving,CA
24345,9600,14.46%,10/1/10,credit_card,CA
24346,9000,5.79%,10/1/10,debt_consolidation,CO
24347,11200,5.79%,10/1/10,debt_consolidation,CO
24348,4200,12.23%,10/1/10,house,TX
24349,6000,10.36%,10/1/10,small_business,CA
24350,12000,10.36%,10/1/10,home_improvement,NJ
24351,20000,17.06%,11/1/10,debt_consolidation,CA
24352,16000,14.09%,11/1/10,debt_consolidation,CT
24353,25000,10.36%,10/1/10,small_business,OH
24354,18000,8.88%,10/1/10,debt_consolidation,FL
24355,5000,12.23%,10/1/10,medical,NC
24356,6500,5.79%,10/1/10,debt_consolidation,IL
24357,4200,12.23%,10/1/10,debt_consolidation,PA
24358,6000,10.36%,10/1/10,debt_consolidation,CA
24359,22000,8.88%,10/1/10,credit_card,MA
24360,7500,16.32%,10/1/10,debt_consolidation,CA
24361,22750,9.99%,11/1/10,home_improvement,VA
24362,12000,10.36%,10/1/10,debt_consolidation,FL
24363,20000,6.91%,10/1/10,debt_consolidation,TX
24364,1600,12.61%,10/1/10,debt_consolidation,MI
24365,14000,6.54%,10/1/10,debt_consolidation,CO
24366,12000,5.79%,10/1/10,debt_consolidation,NJ
24367,8000,5.42%,10/1/10,credit_card,IL
24368,10000,13.72%,10/1/10,debt_consolidation,SC
24369,10000,9.99%,10/1/10,debt_consolidation,NJ
24370,6000,9.25%,10/1/10,debt_consolidation,CA
24371,20000,6.91%,10/1/10,debt_consolidation,NY
24372,6000,6.54%,10/1/10,renewable_energy,FL
24373,10000,14.09%,10/1/10,debt_consolidation,FL
24374,16000,12.61%,10/1/10,other,LA
24375,3275,8.88%,10/1/10,major_purchase,IL
24376,7500,12.98%,10/1/10,debt_consolidation,AL
24377,16000,5.79%,10/1/10,other,WV
24378,20000,10.36%,10/1/10,small_business,GA
24379,1000,9.62%,10/1/10,debt_consolidation,IL
24380,5000,9.99%,10/1/10,home_improvement,CA
24381,25000,9.62%,11/1/10,debt_consolidation,AZ
24382,6000,9.25%,10/1/10,debt_consolidation,OH
24383,15000,6.91%,10/1/10,other,AL
24384,17000,6.91%,10/1/10,debt_consolidation,NV
24385,11000,9.25%,10/1/10,debt_consolidation,WV
24386,7500,6.91%,10/1/10,car,IL
24387,5000,16.32%,10/1/10,debt_consolidation,FL
24388,9600,6.17%,10/1/10,debt_consolidation,OK
24389,6000,9.99%,10/1/10,credit_card,CA
24390,1000,10.36%,10/1/10,major_purchase,FL
24391,10000,6.91%,10/1/10,debt_consolidation,MN
24392,18000,5.79%,10/1/10,credit_card,NH
24393,8000,16.69%,10/1/10,vacation,CA
24394,9000,10.36%,10/1/10,debt_consolidation,HI
24395,17000,6.91%,10/1/10,debt_consolidation,TX
24396,7000,9.62%,10/1/10,vacation,IL
24397,10000,6.54%,10/1/10,debt_consolidation,CA
24398,12000,9.62%,10/1/10,credit_card,UT
24399,18000,18.17%,10/1/10,debt_consolidation,TX
24400,2400,6.54%,10/1/10,wedding,NY
24401,1000,16.69%,10/1/10,credit_card,IL
24402,16000,6.17%,10/1/10,credit_card,FL
24403,10000,15.20%,11/1/10,debt_consolidation,PA
24404,23000,6.91%,10/1/10,debt_consolidation,NH
24405,25000,16.32%,10/1/10,wedding,MA
24406,3000,12.23%,10/1/10,credit_card,WA
24407,8000,6.17%,10/1/10,credit_card,NJ
24408,10000,6.91%,10/1/10,debt_consolidation,CA
24409,12500,6.54%,10/1/10,debt_consolidation,FL
24410,1400,6.91%,10/1/10,debt_consolidation,MD
24411,20000,6.91%,10/1/10,debt_consolidation,CO
24412,7000,9.62%,10/1/10,debt_consolidation,LA
24413,1500,9.25%,10/1/10,debt_consolidation,LA
24414,10000,9.62%,10/1/10,credit_card,CA
24415,5000,6.91%,10/1/10,debt_consolidation,CO
24416,8000,10.36%,10/1/10,debt_consolidation,CA
24417,10800,9.62%,10/1/10,debt_consolidation,VA
24418,17100,10.36%,10/1/10,debt_consolidation,VA
24419,10000,14.83%,10/1/10,debt_consolidation,AR
24420,25000,9.99%,10/1/10,debt_consolidation,FL
24421,16000,6.91%,10/1/10,debt_consolidation,LA
24422,4800,9.62%,10/1/10,small_business,MA
24423,15000,17.80%,10/1/10,other,PA
24424,12000,6.54%,10/1/10,debt_consolidation,NY
24425,18000,15.20%,10/1/10,debt_consolidation,CA
24426,6500,14.09%,10/1/10,wedding,AZ
24427,18000,6.91%,10/1/10,debt_consolidation,OH
24428,25000,14.46%,10/1/10,debt_consolidation,MD
24429,9600,15.20%,10/1/10,debt_consolidation,AZ
24430,25000,10.36%,10/1/10,debt_consolidation,DC
24431,15000,6.91%,10/1/10,home_improvement,VA
24432,12025,10.36%,10/1/10,credit_card,CT
24433,7000,12.61%,10/1/10,debt_consolidation,DC
24434,21500,6.91%,10/1/10,credit_card,CA
24435,13000,5.79%,10/1/10,debt_consolidation,AR
24436,5000,6.17%,10/1/10,major_purchase,NY
24437,10000,13.35%,10/1/10,debt_consolidation,SC
24438,4200,15.95%,10/1/10,debt_consolidation,MI
24439,12000,9.62%,10/1/10,home_improvement,NM
24440,1900,5.79%,10/1/10,debt_consolidation,CA
24441,20000,15.95%,10/1/10,debt_consolidation,NY
24442,10000,9.62%,10/1/10,debt_consolidation,NY
24443,9250,6.54%,10/1/10,debt_consolidation,IL
24444,7500,5.79%,10/1/10,debt_consolidation,CA
24445,14400,9.62%,10/1/10,debt_consolidation,WI
24446,18000,12.98%,10/1/10,debt_consolidation,RI
24447,20000,9.99%,10/1/10,credit_card,IL
24448,4375,12.23%,10/1/10,debt_consolidation,GA
24449,5000,8.88%,10/1/10,car,CA
24450,2000,9.25%,10/1/10,home_improvement,MA
24451,7000,14.09%,10/1/10,debt_consolidation,VA
24452,5700,6.17%,10/1/10,debt_consolidation,PA
24453,8000,6.17%,10/1/10,credit_card,TX
24454,15000,16.69%,10/1/10,debt_consolidation,TX
24455,9000,6.91%,10/1/10,debt_consolidation,OH
24456,6300,6.54%,10/1/10,other,CA
24457,25000,10.36%,10/1/10,wedding,NY
